bucket,stored_name,filesize_bytes,db,operation,rep,elapsed_seconds
video_medium,.DS_Store_r08,6148,mongodb,write,8,0.004299
video_large,01-02-01-01-02-02-07_r08.mp4,5619255,postgres,write,8,0.239133
video_large,01-02-01-01-02-02-07_r08.mp4,5619255,mongodb,write,8,0.044060
video_medium,6_r03.mp4,1434102,postgres,write,3,0.193717
video_medium,6_r03.mp4,1434102,mongodb,write,3,0.016005
video_large,01-02-02-01-01-02-07_r05.mp4,6352195,postgres,write,5,0.280534
video_large,01-02-02-01-01-02-07_r05.mp4,6352195,mongodb,write,5,0.069588
video_medium,6_r05.mp4,1434102,postgres,write,5,0.055248
video_medium,6_r05.mp4,1434102,mongodb,write,5,0.011753
video_large,01-02-02-02-01-02-07_r05.mp4,6330436,postgres,write,5,0.371812
video_large,01-02-02-02-01-02-07_r05.mp4,6330436,mongodb,write,5,0.075342
audio_small,03-01-02-02-01-02-01_r02.wav,444344,postgres,write,2,0.018899
audio_small,03-01-02-02-01-02-01_r02.wav,444344,mongodb,write,2,0.005766
video_large,01-02-01-01-01-01-07_r00.mp4,5498397,postgres,write,0,0.214741
video_large,01-02-01-01-01-01-07_r00.mp4,5498397,mongodb,write,0,0.069180
video_large,01-02-01-01-02-01-07_r07.mp4,5627582,postgres,write,7,0.206496
video_large,01-02-01-01-02-01-07_r07.mp4,5627582,mongodb,write,7,0.047407
video_medium,2_r02.mp4,1903716,postgres,write,2,0.074273
video_medium,2_r02.mp4,1903716,mongodb,write,2,0.018552
audio_small,03-01-01-01-01-02-01_r03.wav,379106,postgres,write,3,0.014351
audio_small,03-01-01-01-01-02-01_r03.wav,379106,mongodb,write,3,0.005636
video_medium,8_r01.mp4,1334094,postgres,write,1,0.044111
video_medium,8_r01.mp4,1334094,mongodb,write,1,0.011000
audio_small,03-01-02-02-01-02-01_r06.wav,444344,postgres,write,6,0.013556
audio_small,03-01-02-02-01-02-01_r06.wav,444344,mongodb,write,6,0.004677
video_medium,5_r04.mp4,1219789,postgres,write,4,0.064445
video_medium,5_r04.mp4,1219789,mongodb,write,4,0.010922
video_medium,10_r06.mp4,1352904,postgres,write,6,0.044836
video_medium,10_r06.mp4,1352904,mongodb,write,6,0.020588
video_large,01-02-02-01-01-01-07_r03.mp4,5922634,postgres,write,3,0.232528
video_large,01-02-02-01-01-01-07_r03.mp4,5922634,mongodb,write,3,0.046658
audio_small,03-01-01-01-01-01-01_r06.wav,375720,postgres,write,6,0.013631
audio_small,03-01-01-01-01-01-01_r06.wav,375720,mongodb,write,6,0.005994
audio_small,03-01-02-02-01-01-01_r08.wav,415516,postgres,write,8,0.014525
audio_small,03-01-02-02-01-01-01_r08.wav,415516,mongodb,write,8,0.008874
video_large,01-02-02-01-01-02-07_r02.mp4,6352195,postgres,write,2,0.260032
video_large,01-02-02-01-01-02-07_r02.mp4,6352195,mongodb,write,2,0.064266
video_medium,8_r08.mp4,1334094,postgres,write,8,0.109162
video_medium,8_r08.mp4,1334094,mongodb,write,8,0.010970
video_large,01-02-02-01-02-01-07_r02.mp4,6046468,postgres,write,2,0.295410
video_large,01-02-02-01-02-01-07_r02.mp4,6046468,mongodb,write,2,0.077411
video_medium,.DS_Store_r09,6148,postgres,write,9,0.002441
video_medium,.DS_Store_r09,6148,mongodb,write,9,0.003661
audio_small,03-01-01-01-02-02-01_r03.wav,363108,postgres,write,3,0.027759
audio_small,03-01-01-01-02-02-01_r03.wav,363108,mongodb,write,3,0.005307
video_medium,5_r01.mp4,1219789,postgres,write,1,0.043339
video_medium,5_r01.mp4,1219789,mongodb,write,1,0.015233
video_large,01-02-02-02-01-02-07_r09.mp4,6330436,postgres,write,9,0.243058
video_large,01-02-02-02-01-02-07_r09.mp4,6330436,mongodb,write,9,0.055712
audio_small,03-01-02-01-02-01-01_r07.wav,396294,postgres,write,7,0.018687
audio_small,03-01-02-01-02-01-01_r07.wav,396294,mongodb,write,7,0.008743
video_large,01-02-01-01-02-01-07_r08.mp4,5627582,postgres,write,8,0.245800
video_large,01-02-01-01-02-01-07_r08.mp4,5627582,mongodb,write,8,0.048779
video_medium,2_r01.mp4,1903716,postgres,write,1,0.067920
video_medium,2_r01.mp4,1903716,mongodb,write,1,0.021424
audio_small,03-01-01-01-01-02-01_r05.wav,379106,postgres,write,5,0.013793
audio_small,03-01-01-01-01-02-01_r05.wav,379106,mongodb,write,5,0.006676
audio_small,03-01-01-01-02-02-01_r05.wav,363108,postgres,write,5,0.013359
audio_small,03-01-01-01-02-02-01_r05.wav,363108,mongodb,write,5,0.008524
audio_small,03-01-02-02-01-01-01_r05.wav,415516,postgres,write,5,0.036565
audio_small,03-01-02-02-01-01-01_r05.wav,415516,mongodb,write,5,0.015324
video_medium,7_r07.mp4,1454732,postgres,write,7,0.178230
video_medium,7_r07.mp4,1454732,mongodb,write,7,0.016809
audio_small,03-01-02-01-02-02-01_r05.wav,393086,postgres,write,5,0.015327
audio_small,03-01-02-01-02-02-01_r05.wav,393086,mongodb,write,5,0.007183
video_medium,7_r06.mp4,1454732,postgres,write,6,0.070529
video_medium,7_r06.mp4,1454732,mongodb,write,6,0.013746
audio_small,03-01-01-01-01-02-01_r04.wav,379106,postgres,write,4,0.013286
audio_small,03-01-01-01-01-02-01_r04.wav,379106,mongodb,write,4,0.006108
video_medium,7_r08.mp4,1454732,postgres,write,8,0.062994
video_medium,7_r08.mp4,1454732,mongodb,write,8,0.016327
audio_small,03-01-02-01-02-01-01_r08.wav,396294,postgres,write,8,0.013368
audio_small,03-01-02-01-02-01-01_r08.wav,396294,mongodb,write,8,0.008521
video_large,01-02-01-01-01-01-07_r02.mp4,5498397,postgres,write,2,0.228736
video_large,01-02-01-01-01-01-07_r02.mp4,5498397,mongodb,write,2,0.040510
video_large,01-02-01-01-02-02-07_r07.mp4,5619255,postgres,write,7,0.202500
video_large,01-02-01-01-02-02-07_r07.mp4,5619255,mongodb,write,7,0.045440
video_medium,2_r03.mp4,1903716,postgres,write,3,0.070457
video_medium,2_r03.mp4,1903716,mongodb,write,3,0.017251
video_medium,6_r07.mp4,1434102,postgres,write,7,0.049872
video_medium,6_r07.mp4,1434102,mongodb,write,7,0.011812
audio_small,03-01-02-02-01-02-01_r00.wav,444344,postgres,write,0,0.014538
audio_small,03-01-02-02-01-02-01_r00.wav,444344,mongodb,write,0,0.004787
video_medium,10_r01.mp4,1352904,postgres,write,1,0.045535
video_medium,10_r01.mp4,1352904,mongodb,write,1,0.015373
video_medium,9_r00.mp4,2003940,postgres,write,0,0.069772
video_medium,9_r00.mp4,2003940,mongodb,write,0,0.021626
video_medium,6_r00.mp4,1434102,postgres,write,0,0.053328
video_medium,6_r00.mp4,1434102,mongodb,write,0,0.016359
video_medium,10_r05.mp4,1352904,postgres,write,5,0.086768
video_medium,10_r05.mp4,1352904,mongodb,write,5,0.016389
audio_small,.DS_Store_r03,6148,postgres,write,3,0.010039
audio_small,.DS_Store_r03,6148,mongodb,write,3,0.004092
video_medium,.DS_Store_r06,6148,postgres,write,6,0.000973
video_medium,.DS_Store_r06,6148,mongodb,write,6,0.002260
audio_small,03-01-02-02-01-02-01_r07.wav,444344,postgres,write,7,0.017849
audio_small,03-01-02-02-01-02-01_r07.wav,444344,mongodb,write,7,0.008423
video_large,01-02-01-01-01-02-07_r05.mp4,5457041,postgres,write,5,0.193264
video_large,01-02-01-01-01-02-07_r05.mp4,5457041,mongodb,write,5,0.053176
video_medium,2_r06.mp4,1903716,postgres,write,6,0.064138
video_medium,2_r06.mp4,1903716,mongodb,write,6,0.018090
audio_small,03-01-02-02-01-01-01_r03.wav,415516,postgres,write,3,0.015056
audio_small,03-01-02-02-01-01-01_r03.wav,415516,mongodb,write,3,0.008160
video_medium,3_r06.mp4,1872188,postgres,write,6,0.070969
video_medium,3_r06.mp4,1872188,mongodb,write,6,0.026677
audio_small,03-01-02-01-02-01-01_r04.wav,396294,postgres,write,4,0.014426
audio_small,03-01-02-01-02-01-01_r04.wav,396294,mongodb,write,4,0.004620
audio_small,03-01-01-01-02-02-01_r06.wav,363108,postgres,write,6,0.013386
audio_small,03-01-01-01-02-02-01_r06.wav,363108,mongodb,write,6,0.003592
video_large,01-02-02-01-02-02-07_r00.mp4,6013033,postgres,write,0,0.236474
video_large,01-02-02-01-02-02-07_r00.mp4,6013033,mongodb,write,0,0.049551
audio_small,03-01-01-01-02-01-01_r06.wav,372698,postgres,write,6,0.017459
audio_small,03-01-01-01-02-01-01_r06.wav,372698,mongodb,write,6,0.007080
video_large,01-02-02-01-01-01-07_r04.mp4,5922634,postgres,write,4,0.400286
video_large,01-02-02-01-01-01-07_r04.mp4,5922634,mongodb,write,4,0.047165
video_large,01-02-01-01-02-01-07_r02.mp4,5627582,postgres,write,2,0.200217
video_large,01-02-01-01-02-01-07_r02.mp4,5627582,mongodb,write,2,0.048526
audio_small,03-01-01-01-02-01-01_r03.wav,372698,postgres,write,3,0.014063
audio_small,03-01-01-01-02-01-01_r03.wav,372698,mongodb,write,3,0.009959
video_large,01-02-01-01-01-01-07_r03.mp4,5498397,postgres,write,3,0.228004
video_large,01-02-01-01-01-01-07_r03.mp4,5498397,mongodb,write,3,0.052919
video_large,01-02-02-02-01-01-07_r02.mp4,6279752,postgres,write,2,0.237425
video_large,01-02-02-02-01-01-07_r02.mp4,6279752,mongodb,write,2,0.052340
video_medium,2_r00.mp4,1903716,postgres,write,0,0.067297
video_medium,2_r00.mp4,1903716,mongodb,write,0,0.018347
video_medium,6_r09.mp4,1434102,postgres,write,9,0.049694
video_medium,6_r09.mp4,1434102,mongodb,write,9,0.015730
audio_small,03-01-02-01-01-01-01_r03.wav,399494,postgres,write,3,0.017173
audio_small,03-01-02-01-01-01-01_r03.wav,399494,mongodb,write,3,0.007091
audio_small,03-01-01-01-02-01-01_r09.wav,372698,postgres,write,9,0.012981
audio_small,03-01-01-01-02-01-01_r09.wav,372698,mongodb,write,9,0.006319
video_large,01-02-02-01-01-02-07_r00.mp4,6352195,postgres,write,0,0.379856
video_large,01-02-02-01-01-02-07_r00.mp4,6352195,mongodb,write,0,0.050769
video_large,01-02-01-01-02-01-07_r01.mp4,5627582,postgres,write,1,0.630591
video_large,01-02-01-01-02-01-07_r01.mp4,5627582,mongodb,write,1,0.038808
video_medium,4_r08.mp4,1089446,postgres,write,8,0.040720
video_medium,4_r08.mp4,1089446,mongodb,write,8,0.009157
audio_small,03-01-01-01-02-01-01_r00.wav,372698,postgres,write,0,0.020321
audio_small,03-01-01-01-02-01-01_r00.wav,372698,mongodb,write,0,0.003626
audio_small,.DS_Store_r04,6148,postgres,write,4,0.000881
audio_small,.DS_Store_r04,6148,mongodb,write,4,0.001311
video_large,01-02-01-01-02-02-07_r09.mp4,5619255,postgres,write,9,0.304027
video_large,01-02-01-01-02-02-07_r09.mp4,5619255,mongodb,write,9,0.046135
video_medium,4_r07.mp4,1089446,postgres,write,7,0.047557
video_medium,4_r07.mp4,1089446,mongodb,write,7,0.013072
audio_small,03-01-02-01-02-02-01_r00.wav,393086,postgres,write,0,0.013867
audio_small,03-01-02-01-02-02-01_r00.wav,393086,mongodb,write,0,0.006508
video_medium,8_r09.mp4,1334094,postgres,write,9,0.076575
video_medium,8_r09.mp4,1334094,mongodb,write,9,0.013375
audio_small,03-01-02-01-01-02-01_r05.wav,751848,postgres,write,5,0.023905
audio_small,03-01-02-01-01-02-01_r05.wav,751848,mongodb,write,5,0.010750
video_large,01-02-02-02-01-01-07_r01.mp4,6279752,postgres,write,1,0.231907
video_large,01-02-02-02-01-01-07_r01.mp4,6279752,mongodb,write,1,0.044799
audio_small,03-01-01-01-02-02-01_r09.wav,363108,postgres,write,9,0.031624
audio_small,03-01-01-01-02-02-01_r09.wav,363108,mongodb,write,9,0.006347
video_large,01-02-02-01-02-02-07_r06.mp4,6013033,postgres,write,6,0.208798
video_large,01-02-02-01-02-02-07_r06.mp4,6013033,mongodb,write,6,0.045402
audio_small,03-01-02-01-01-02-01_r07.wav,751848,postgres,write,7,0.046225
audio_small,03-01-02-01-01-02-01_r07.wav,751848,mongodb,write,7,0.010563
video_medium,10_r03.mp4,1352904,postgres,write,3,0.044643
video_medium,10_r03.mp4,1352904,mongodb,write,3,0.014196
audio_small,03-01-01-01-01-02-01_r06.wav,379106,postgres,write,6,0.013273
audio_small,03-01-01-01-01-02-01_r06.wav,379106,mongodb,write,6,0.007111
video_large,01-02-02-02-01-01-07_r05.mp4,6279752,postgres,write,5,0.227702
video_large,01-02-02-02-01-01-07_r05.mp4,6279752,mongodb,write,5,0.052313
video_medium,4_r01.mp4,1089446,postgres,write,1,0.038961
video_medium,4_r01.mp4,1089446,mongodb,write,1,0.012675
video_medium,7_r05.mp4,1454732,postgres,write,5,0.052256
video_medium,7_r05.mp4,1454732,mongodb,write,5,0.015054
video_medium,5_r08.mp4,1219789,postgres,write,8,0.043861
video_medium,5_r08.mp4,1219789,mongodb,write,8,0.012833
video_medium,7_r03.mp4,1454732,postgres,write,3,0.050516
video_medium,7_r03.mp4,1454732,mongodb,write,3,0.014055
video_medium,3_r04.mp4,1872188,postgres,write,4,0.071045
video_medium,3_r04.mp4,1872188,mongodb,write,4,0.019198
video_medium,1_r01.mp4,1418485,postgres,write,1,0.087510
video_medium,1_r01.mp4,1418485,mongodb,write,1,0.014664
audio_small,03-01-01-01-01-02-01_r00.wav,379106,postgres,write,0,0.013928
audio_small,03-01-01-01-01-02-01_r00.wav,379106,mongodb,write,0,0.006958
video_large,01-02-02-01-01-01-07_r08.mp4,5922634,postgres,write,8,0.219687
video_large,01-02-02-01-01-01-07_r08.mp4,5922634,mongodb,write,8,0.046389
video_medium,8_r06.mp4,1334094,postgres,write,6,0.042160
video_medium,8_r06.mp4,1334094,mongodb,write,6,0.016033
video_large,01-02-02-02-01-01-07_r03.mp4,6279752,postgres,write,3,0.215753
video_large,01-02-02-02-01-01-07_r03.mp4,6279752,mongodb,write,3,0.051690
audio_small,.DS_Store_r08,6148,postgres,write,8,0.001248
audio_small,.DS_Store_r08,6148,mongodb,write,8,0.002056
video_medium,9_r09.mp4,2003940,postgres,write,9,0.121353
video_medium,9_r09.mp4,2003940,mongodb,write,9,0.018367
video_medium,7_r00.mp4,1454732,postgres,write,0,0.048108
video_medium,7_r00.mp4,1454732,mongodb,write,0,0.013355
video_large,01-02-02-01-02-01-07_r00.mp4,6046468,postgres,write,0,0.227863
video_large,01-02-02-01-02-01-07_r00.mp4,6046468,mongodb,write,0,0.055502
video_medium,.DS_Store_r02,6148,postgres,write,2,0.001082
video_medium,.DS_Store_r02,6148,mongodb,write,2,0.002324
audio_small,03-01-02-01-01-01-01_r08.wav,399494,postgres,write,8,0.014440
audio_small,03-01-02-01-01-01-01_r08.wav,399494,mongodb,write,8,0.007275
video_medium,4_r03.mp4,1089446,postgres,write,3,0.039095
video_medium,4_r03.mp4,1089446,mongodb,write,3,0.023072
audio_small,03-01-02-01-02-02-01_r07.wav,393086,postgres,write,7,0.015010
audio_small,03-01-02-01-02-02-01_r07.wav,393086,mongodb,write,7,0.007570
audio_small,03-01-01-01-02-02-01_r07.wav,363108,postgres,write,7,0.013182
audio_small,03-01-01-01-02-02-01_r07.wav,363108,mongodb,write,7,0.007076
video_large,01-02-02-02-01-02-07_r03.mp4,6330436,postgres,write,3,0.274492
video_large,01-02-02-02-01-02-07_r03.mp4,6330436,mongodb,write,3,0.052978
audio_small,03-01-02-01-01-02-01_r02.wav,751848,postgres,write,2,0.024273
audio_small,03-01-02-01-01-02-01_r02.wav,751848,mongodb,write,2,0.011032
video_large,01-02-02-02-01-01-07_r04.mp4,6279752,postgres,write,4,0.217842
video_large,01-02-02-02-01-01-07_r04.mp4,6279752,mongodb,write,4,0.054911
video_medium,4_r02.mp4,1089446,postgres,write,2,0.038004
video_medium,4_r02.mp4,1089446,mongodb,write,2,0.013820
video_medium,2_r04.mp4,1903716,postgres,write,4,0.063610
video_medium,2_r04.mp4,1903716,mongodb,write,4,0.018706
video_medium,2_r05.mp4,1903716,postgres,write,5,0.065721
video_medium,2_r05.mp4,1903716,mongodb,write,5,0.015555
video_medium,1_r09.mp4,1418485,postgres,write,9,0.049186
video_medium,1_r09.mp4,1418485,mongodb,write,9,0.021079
video_medium,8_r07.mp4,1334094,postgres,write,7,0.051774
video_medium,8_r07.mp4,1334094,mongodb,write,7,0.016193
audio_small,03-01-01-01-01-02-01_r08.wav,379106,postgres,write,8,0.012815
audio_small,03-01-01-01-01-02-01_r08.wav,379106,mongodb,write,8,0.004671
video_large,01-02-01-01-01-01-07_r09.mp4,5498397,postgres,write,9,1.029450
video_large,01-02-01-01-01-01-07_r09.mp4,5498397,mongodb,write,9,0.046495
video_large,01-02-02-01-01-02-07_r06.mp4,6352195,postgres,write,6,0.223405
video_large,01-02-02-01-01-02-07_r06.mp4,6352195,mongodb,write,6,0.051362
video_large,01-02-02-02-01-02-07_r08.mp4,6330436,postgres,write,8,0.255801
video_large,01-02-02-02-01-02-07_r08.mp4,6330436,mongodb,write,8,0.046999
video_medium,9_r04.mp4,2003940,postgres,write,4,0.066971
video_medium,9_r04.mp4,2003940,mongodb,write,4,0.018964
video_medium,2_r08.mp4,1903716,postgres,write,8,0.067222
video_medium,2_r08.mp4,1903716,mongodb,write,8,0.018328
video_medium,10_r07.mp4,1352904,postgres,write,7,0.046050
video_medium,10_r07.mp4,1352904,mongodb,write,7,0.015862
audio_small,03-01-02-01-01-01-01_r05.wav,399494,postgres,write,5,0.013381
audio_small,03-01-02-01-01-01-01_r05.wav,399494,mongodb,write,5,0.005827
video_large,01-02-02-02-01-01-07_r09.mp4,6279752,postgres,write,9,0.244674
video_large,01-02-02-02-01-01-07_r09.mp4,6279752,mongodb,write,9,0.053677
audio_small,03-01-02-01-02-01-01_r06.wav,396294,postgres,write,6,0.013673
audio_small,03-01-02-01-02-01-01_r06.wav,396294,mongodb,write,6,0.009172
video_large,01-02-01-01-02-01-07_r00.mp4,5627582,postgres,write,0,0.251309
video_large,01-02-01-01-02-01-07_r00.mp4,5627582,mongodb,write,0,0.046130
video_medium,8_r03.mp4,1334094,postgres,write,3,0.044467
video_medium,8_r03.mp4,1334094,mongodb,write,3,0.013335
video_medium,1_r03.mp4,1418485,postgres,write,3,0.051340
video_medium,1_r03.mp4,1418485,mongodb,write,3,0.018615
video_large,01-02-01-01-02-02-07_r02.mp4,5619255,postgres,write,2,0.203107
video_large,01-02-01-01-02-02-07_r02.mp4,5619255,mongodb,write,2,0.052870
audio_small,03-01-01-01-02-02-01_r01.wav,363108,postgres,write,1,0.013179
audio_small,03-01-01-01-02-02-01_r01.wav,363108,mongodb,write,1,0.007542
audio_small,03-01-02-02-01-02-01_r04.wav,444344,postgres,write,4,0.016684
audio_small,03-01-02-02-01-02-01_r04.wav,444344,mongodb,write,4,0.008969
video_medium,6_r04.mp4,1434102,postgres,write,4,0.048912
video_medium,6_r04.mp4,1434102,mongodb,write,4,0.015776
video_large,01-02-01-01-02-02-07_r05.mp4,5619255,postgres,write,5,0.550262
video_large,01-02-01-01-02-02-07_r05.mp4,5619255,mongodb,write,5,0.041622
video_large,01-02-02-02-01-02-07_r01.mp4,6330436,postgres,write,1,0.218850
video_large,01-02-02-02-01-02-07_r01.mp4,6330436,mongodb,write,1,0.055725
video_medium,9_r07.mp4,2003940,postgres,write,7,0.068192
video_medium,9_r07.mp4,2003940,mongodb,write,7,0.015426
video_medium,1_r07.mp4,1418485,postgres,write,7,0.048581
video_medium,1_r07.mp4,1418485,mongodb,write,7,0.012760
video_medium,5_r07.mp4,1219789,postgres,write,7,0.039055
video_medium,5_r07.mp4,1219789,mongodb,write,7,0.011651
video_large,01-02-01-01-01-02-07_r08.mp4,5457041,postgres,write,8,0.355994
video_large,01-02-01-01-01-02-07_r08.mp4,5457041,mongodb,write,8,0.047030
video_large,01-02-02-01-02-01-07_r06.mp4,6046468,postgres,write,6,0.227835
video_large,01-02-02-01-02-01-07_r06.mp4,6046468,mongodb,write,6,0.056813
video_large,01-02-02-01-02-01-07_r04.mp4,6046468,postgres,write,4,0.293326
video_large,01-02-02-01-02-01-07_r04.mp4,6046468,mongodb,write,4,0.051118
video_large,01-02-01-01-01-02-07_r01.mp4,5457041,postgres,write,1,0.189729
video_large,01-02-01-01-01-02-07_r01.mp4,5457041,mongodb,write,1,0.067694
video_medium,10_r02.mp4,1352904,postgres,write,2,0.047037
video_medium,10_r02.mp4,1352904,mongodb,write,2,0.014529
video_large,01-02-01-01-02-01-07_r04.mp4,5627582,postgres,write,4,0.207633
video_large,01-02-01-01-02-01-07_r04.mp4,5627582,mongodb,write,4,0.049164
video_medium,2_r07.mp4,1903716,postgres,write,7,0.115370
video_medium,2_r07.mp4,1903716,mongodb,write,7,0.019381
video_medium,3_r03.mp4,1872188,postgres,read,0,0.039276
video_medium,3_r03.mp4,1872188,mongodb,read,0,0.014623
video_large,01-02-01-01-01-01-07_r00.mp4,5498397,postgres,read,0,0.110413
video_large,01-02-01-01-01-01-07_r00.mp4,5498397,mongodb,read,0,0.038982
video_medium,2_r08.mp4,1903716,postgres,read,0,0.023865
video_medium,2_r08.mp4,1903716,mongodb,read,0,0.015203
video_large,01-02-02-01-02-01-07_r05.mp4,6046468,postgres,read,0,0.086062
video_large,01-02-02-01-02-01-07_r05.mp4,6046468,mongodb,read,0,0.035471
audio_small,03-01-02-01-02-02-01_r07.wav,393086,postgres,read,0,0.004912
audio_small,03-01-02-01-02-02-01_r07.wav,393086,mongodb,read,0,0.003132
video_large,01-02-01-01-01-01-07_r03.mp4,5498397,postgres,read,0,0.060760
video_large,01-02-01-01-01-01-07_r03.mp4,5498397,mongodb,read,0,0.030654
video_medium,2_r06.mp4,1903716,postgres,read,0,0.022030
video_medium,2_r06.mp4,1903716,mongodb,read,0,0.011948
video_medium,3_r06.mp4,1872188,postgres,read,0,0.023538
video_medium,3_r06.mp4,1872188,mongodb,read,0,0.010948
video_medium,6_r04.mp4,1434102,postgres,read,0,0.019413
video_medium,6_r04.mp4,1434102,mongodb,read,0,0.009860
video_medium,5_r04.mp4,1219789,postgres,read,0,0.016257
video_medium,5_r04.mp4,1219789,mongodb,read,0,0.008634
audio_small,03-01-02-01-01-02-01_r04.wav,751848,postgres,read,0,0.011549
audio_small,03-01-02-01-01-02-01_r04.wav,751848,mongodb,read,0,0.006225
audio_small,.DS_Store_r07,6148,postgres,read,0,0.000557
audio_small,.DS_Store_r07,6148,mongodb,read,0,0.000933
video_medium,9_r06.mp4,2003940,postgres,read,0,0.024625
video_medium,9_r06.mp4,2003940,mongodb,read,0,0.010562
audio_small,03-01-01-01-02-01-01_r05.wav,372698,postgres,read,0,0.004930
audio_small,03-01-01-01-02-01-01_r05.wav,372698,mongodb,read,0,0.003246
video_medium,.DS_Store_r03,6148,postgres,read,0,0.000344
video_medium,.DS_Store_r03,6148,mongodb,read,0,0.000884
audio_small,03-01-01-01-01-02-01_r01.wav,379106,postgres,read,0,0.005914
audio_small,03-01-01-01-01-02-01_r01.wav,379106,mongodb,read,0,0.002553
audio_small,03-01-02-02-01-01-01_r04.wav,415516,postgres,read,0,0.005000
audio_small,03-01-02-02-01-01-01_r04.wav,415516,mongodb,read,0,0.004073
video_medium,4_r09.mp4,1089446,postgres,read,0,0.012372
video_medium,4_r09.mp4,1089446,mongodb,read,0,0.006288
video_large,01-02-01-01-02-01-07_r06.mp4,5627582,postgres,read,0,0.068764
video_large,01-02-01-01-02-01-07_r06.mp4,5627582,mongodb,read,0,0.028977
audio_small,03-01-01-01-02-02-01_r03.wav,363108,postgres,read,0,0.007354
audio_small,03-01-01-01-02-02-01_r03.wav,363108,mongodb,read,0,0.003612
audio_small,03-01-01-01-02-01-01_r09.wav,372698,postgres,read,0,0.004750
audio_small,03-01-01-01-02-01-01_r09.wav,372698,mongodb,read,0,0.003630
video_large,01-02-01-01-02-01-07_r08.mp4,5627582,postgres,read,0,0.071176
video_large,01-02-01-01-02-01-07_r08.mp4,5627582,mongodb,read,0,0.032301
audio_small,03-01-02-01-02-01-01_r09.wav,396294,postgres,read,0,0.005313
audio_small,03-01-02-01-02-01-01_r09.wav,396294,mongodb,read,0,0.003850
audio_small,03-01-02-01-02-01-01_r08.wav,396294,postgres,read,0,0.004805
audio_small,03-01-02-01-02-01-01_r08.wav,396294,mongodb,read,0,0.003088
audio_small,03-01-02-01-01-01-01_r01.wav,399494,postgres,read,0,0.006262
audio_small,03-01-02-01-01-01-01_r01.wav,399494,mongodb,read,0,0.002975
audio_small,03-01-02-02-01-01-01_r06.wav,415516,postgres,read,0,0.004944
audio_small,03-01-02-02-01-01-01_r06.wav,415516,mongodb,read,0,0.002925
video_large,01-02-01-01-02-02-07_r02.mp4,5619255,postgres,read,0,0.067614
video_large,01-02-01-01-02-02-07_r02.mp4,5619255,mongodb,read,0,0.025999
video_medium,7_r08.mp4,1454732,postgres,read,0,0.016403
video_medium,7_r08.mp4,1454732,mongodb,read,0,0.009118
video_large,01-02-02-01-02-01-07_r03.mp4,6046468,postgres,read,0,0.097021
video_large,01-02-02-01-02-01-07_r03.mp4,6046468,mongodb,read,0,0.032706
video_large,01-02-02-01-01-01-07_r09.mp4,5922634,postgres,read,0,0.080314
video_large,01-02-02-01-01-01-07_r09.mp4,5922634,mongodb,read,0,0.031921
video_medium,10_r09.mp4,1352904,postgres,read,0,0.018451
video_medium,10_r09.mp4,1352904,mongodb,read,0,0.009933
video_medium,10_r01.mp4,1352904,postgres,read,0,0.021911
video_medium,10_r01.mp4,1352904,mongodb,read,0,0.008689
video_large,01-02-02-02-01-01-07_r04.mp4,6279752,postgres,read,0,0.084038
video_large,01-02-02-02-01-01-07_r04.mp4,6279752,mongodb,read,0,0.040826
video_large,01-02-02-01-02-01-07_r07.mp4,6046468,postgres,read,0,0.094229
video_large,01-02-02-01-02-01-07_r07.mp4,6046468,mongodb,read,0,0.041263
audio_small,03-01-01-01-01-01-01_r04.wav,375720,postgres,read,0,0.005605
audio_small,03-01-01-01-01-01-01_r04.wav,375720,mongodb,read,0,0.009052
video_large,01-02-02-01-01-02-07_r01.mp4,6352195,postgres,read,0,0.090528
video_large,01-02-02-01-01-02-07_r01.mp4,6352195,mongodb,read,0,0.040991
audio_small,03-01-01-01-01-01-01_r08.wav,375720,postgres,read,0,0.005964
audio_small,03-01-01-01-01-01-01_r08.wav,375720,mongodb,read,0,0.003837
video_medium,1_r02.mp4,1418485,postgres,read,0,0.021564
video_medium,1_r02.mp4,1418485,mongodb,read,0,0.008906
video_medium,6_r00.mp4,1434102,postgres,read,0,0.018475
video_medium,6_r00.mp4,1434102,mongodb,read,0,0.011814
audio_small,03-01-02-01-01-01-01_r04.wav,399494,postgres,read,0,0.006077
audio_small,03-01-02-01-01-01-01_r04.wav,399494,mongodb,read,0,0.003321
video_large,01-02-02-01-01-02-07_r00.mp4,6352195,postgres,read,0,0.088670
video_large,01-02-02-01-01-02-07_r00.mp4,6352195,mongodb,read,0,0.053728
video_medium,3_r00.mp4,1872188,postgres,read,0,0.027023
video_medium,3_r00.mp4,1872188,mongodb,read,0,0.012966
audio_small,03-01-01-01-01-02-01_r02.wav,379106,postgres,read,0,0.005283
audio_small,03-01-01-01-01-02-01_r02.wav,379106,mongodb,read,0,0.004741
audio_small,03-01-02-01-02-01-01_r03.wav,396294,postgres,read,0,0.006202
audio_small,03-01-02-01-02-01-01_r03.wav,396294,mongodb,read,0,0.002857
audio_small,03-01-01-01-02-01-01_r04.wav,372698,postgres,read,0,0.004682
audio_small,03-01-01-01-02-01-01_r04.wav,372698,mongodb,read,0,0.002933
video_medium,10_r03.mp4,1352904,postgres,read,0,0.019380
video_medium,10_r03.mp4,1352904,mongodb,read,0,0.010228
video_large,01-02-01-01-02-01-07_r04.mp4,5627582,postgres,read,0,0.068134
